index,CB,B,G1,G2,Y,R,RD,NIR,GAI,sun_elevation,Cab,Cw,Cm,N,aot,water,ozone,        Density,soil_name,SMCg,Sand,Clay,Silt,TT
565,0.04679713,0.052302577,0.07318379,0.07442473,0.06902054,0.06997626,0.11678331,0.35494778,1.310001856,42.7113026,49.91680167,0.035757385,0.005218243,0.902536754,0.409145105,1.248538047,0.42656367,447.1076845,24Coulounieix,12.43852831,285,302,413,681
566,0.014228564,0.015689904,0.052199908,0.05900013,0.035825517,0.018105855,0.099213764,0.3479959,6.697295792,67.83227389,26.95197747,0.048874605,0.008851751,1.653271482,0.08346241,0.643454396,0.477055106,447.1076845,24Coulounieix,18.42525256,285,302,413,1177
567,0.015402247,0.015882047,0.039398406,0.03724098,0.023287145,0.017037012,0.071531564,0.37960926,3.730525673,41.47610554,43.22746124,0.025651209,0.006493559,1.331981084,0.48374939,0.724682176,0.428188514,447.1076845,30BleA,25.64751432,189,240,571,964
568,0.02366506,0.024932547,0.04512979,0.041531514,0.032015324,0.030009495,0.07548498,0.33410737,2.109901849,18.91713898,57.16946222,0.041570384,0.011245287,1.090233232,0.367403081,2.710428512,0.226167464,447.1076845,30BleA,28.74446116,189,240,571,830
569,0.03357046,0.03805891,0.0642626,0.064633615,0.056328967,0.055002358,0.10364655,0.29178956,1.553432609,61.92778694,49.16901172,0.048454842,0.012844061,1.53227681,0.124506301,0.561197341,0.44044793,447.1076845,30BleA,29.46898012,189,240,571,739
570,0.011547835,0.011601898,0.027672738,0.025467986,0.015481261,0.011629533,0.05200993,0.3636349,4.741973788,46.012373,44.76907498,0.026730267,0.004350371,1.012317954,0.271661677,2.378362092,0.369464909,447.1076845,30BleA,20.59204224,189,240,571,1023
571,0.011913967,0.011866875,0.029656403,0.026308525,0.01581527,0.011792336,0.052077644,0.39455318,4.847355424,58.09210947,48.93706757,0.014790974,0.001691831,1.414134842,0.363851977,2.080414514,0.30403612,447.1076845,30BleA,17.01966334,189,240,571,1030
572,0.012357629,0.011889059,0.026918886,0.022742005,0.013373017,0.010368408,0.045630604,0.33838066,5.99548509,38.7459551,53.14993435,0.036243594,0.008230422,1.010580817,0.170003518,4.121361972,0.273618061,447.1076845,30BleA,22.3146378,189,240,571,1099
573,0.031476438,0.036899306,0.08090393,0.081732355,0.06327665,0.05040918,0.12977517,0.39681464,1.666958152,36.50216926,40.53483948,0.027719857,0.004029705,2.256986699,0.204068166,1.124701064,0.204635431,447.1076845,30BleA,18.50139854,189,240,571,749
574,0.03226448,0.03781565,0.088657655,0.08613427,0.0642332,0.049666345,0.13952355,0.39806616,1.894416215,58.15158879,45.86718723,0.045523295,0.010325178,2.372060679,0.310628793,2.12119616,0.345314676,447.1076845,30BleA,22.65736466,189,240,571,798
575,0.010931916,0.012286973,0.04005612,0.036852144,0.02237371,0.012680005,0.065222435,0.34117278,4.892764407,46.97422088,44.97198104,0.043220243,0.008093909,2.444148856,0.239329081,3.075533019,0.396874841,447.1076845,30BleA,14.38969443,189,240,571,1033
576,0.027124377,0.030704217,0.072914325,0.08700837,0.063855015,0.043173194,0.13384944,0.2832967,1.765766369,40.66552866,22.98189967,0.039312493,0.009186598,1.395281439,0.162975571,2.073793665,0.268772579,447.1076845,30BleB,15.39251108,191,236,573,758
577,0.016157262,0.016457526,0.035760917,0.032756444,0.021816414,0.017460333,0.06014947,0.33279794,4.008150733,24.52752291,48.05299817,0.041596585,0.009955246,1.14224495,0.354363953,1.313394916,0.315286926,447.1076845,30BleB,21.61961566,191,236,573,979
578,0.015992532,0.017745329,0.052795604,0.0652488,0.04158606,0.023281317,0.11162572,0.3438747,4.274565462,41.52717908,22.95968659,0.037977462,0.007631377,1.147692449,0.370080683,3.388454652,0.445759128,447.1076845,30BleB,12.93212936,191,236,573,994
579,0.012259809,0.012706824,0.042408645,0.044426266,0.025530647,0.013009136,0.080496304,0.38412634,5.436984192,30.4199385,32.4238431,0.031084299,0.007224697,1.330721479,0.39166335,1.130670264,0.282924534,447.1076845,30BleB,19.90664255,191,236,573,1071
580,0.03358771,0.03898288,0.057431847,0.06019314,0.05664935,0.057766043,0.09342494,0.2418595,1.101032602,31.82033098,47.03564975,0.053169836,0.011653393,0.978036141,0.208350302,3.105935711,0.368649914,447.1076845,30BleB,24.83741873,191,236,573,616
581,0.018143192,0.02071441,0.06193766,0.069303125,0.045136347,0.026843008,0.11978516,0.39078763,3.091195457,37.19795494,28.59129858,0.041803872,0.006626871,1.677274576,0.455648754,0.816219359,0.427890768,447.1076845,30BleB,17.86773846,191,236,573,918
582,0.015048984,0.018380374,0.067214064,0.06873733,0.04212418,0.020273807,0.11577189,0.540076,6.868812116,73.02862086,33.97381755,0.030663768,0.003386501,2.415652015,0.480912009,4.124324864,0.478264165,447.1076845,30BleB,31.54572979,191,236,573,1194
583,0.013111164,0.014954619,0.05468281,0.056918055,0.033693302,0.016030189,0.099595875,0.5333096,6.542408118,57.42148572,32.53032798,0.013788193,0.00260745,2.074942538,0.117470826,3.456191758,0.354033128,447.1076845,30BleB,25.96076822,191,236,573,1145
584,0.019517832,0.023571284,0.072025165,0.07373744,0.048879724,0.028675655,0.12244637,0.43519348,2.730985238,21.55743676,35.1012112,0.040874625,0.007163807,2.398602197,0.423038015,0.730470214,0.229303638,447.1076845,30BleB,29.60545309,191,236,573,879
585,0.024255669,0.028439827,0.07449152,0.07894692,0.055780694,0.037150577,0.12662701,0.34283105,1.848261208,48.34080086,32.50550574,0.043145986,0.012810849,2.037200409,0.201157828,4.210297611,0.217839262,447.1076845,30BleC,21.1450182,270,194,536,790
586,0.011619958,0.011709237,0.032135457,0.030070612,0.017615262,0.011558184,0.056686692,0.33495092,5.26067102,63.61541649,42.21508998,0.02523395,0.008545772,1.403470723,0.489823236,2.378651491,0.346004607,447.1076845,30BleC,17.10294774,270,194,536,1057
587,0.017699836,0.018750064,0.047703877,0.046197493,0.029706942,0.021137552,0.083349854,0.34218803,3.781255957,53.63985271,41.09798239,0.046227407,0.01136623,1.582054792,0.08673318,1.69610849,0.392772448,447.1076845,30BleC,28.88644102,270,194,536,967
588,0.027359,0.033144504,0.09161249,0.09872072,0.06930564,0.04437724,0.15609407,0.41793263,3.521085318,82.90882597,30.70467143,0.041642406,0.009887502,2.109449582,0.20095021,4.35150749,0.452848285,447.1076845,30BleC,28.40646854,270,194,536,951
589,0.011974354,0.011631646,0.023966644,0.021189723,0.013115313,0.010985981,0.04195385,0.2589081,5.878013225,62.5760153,48.35243082,0.03697277,0.009592698,1.010690564,0.456753772,1.733279799,0.386455639,447.1076845,30BleC,11.524852,270,194,536,1093
590,0.03903397,0.047127645,0.07563979,0.07889072,0.07425782,0.07337602,0.11864077,0.28811762,1.115946914,46.19316855,49.46034728,0.016271627,0.002416172,2.096922332,0.123036829,2.016944323,0.364512796,447.1076845,30BleC,13.93731177,270,194,536,601
591,0.030648595,0.03498136,0.06196133,0.065724865,0.05552535,0.050261185,0.104292706,0.2594823,1.198443643,38.09740903,37.09245536,0.023578384,0.008072157,1.412704101,0.132395121,0.946689757,0.233981697,447.1076845,30BleC,18.20154179,270,194,536,653
592,0.010935718,0.011796978,0.039709285,0.045402363,0.027216602,0.013669352,0.079867765,0.329798,5.531345382,70.27810764,26.76106263,0.033040128,0.007109979,1.540199981,0.284883814,3.456558651,0.4558363,447.1076845,30BleC,24.29602155,270,194,536,1077
593,0.041025933,0.048969243,0.094638646,0.10206851,0.085172996,0.072620735,0.153928,0.31385812,1.461430665,54.19406802,33.12896014,0.04017243,0.012089631,1.847189635,0.324289415,4.263376852,0.328897526,447.1076845,30BleC,13.15077273,270,194,536,730
594,0.012622895,0.012762573,0.032000754,0.032546185,0.019201148,0.013129386,0.062889636,0.3176211,6.420060398,47.5160691,35.08048019,0.03075967,0.010738377,0.987478679,0.2016957,3.615253052,0.352991136,447.1076845,30LuzerneA,21.43521799,157,258,585,1133
595,0.032204203,0.039270524,0.09474158,0.10239439,0.07790914,0.057306442,0.16119531,0.38755924,1.888897196,53.37821406,32.05148068,0.039863472,0.005412912,2.129536248,0.45027205,2.477365301,0.384510456,447.1076845,30LuzerneA,10.86974116,157,258,585,777
596,0.015245731,0.016041841,0.047558542,0.04682944,0.02805463,0.017061567,0.086737625,0.42139184,3.384062788,33.52356765,38.30429165,0.022834432,0.002878473,1.567786388,0.190832706,1.729975123,0.364918147,447.1076845,30LuzerneA,26.25481713,157,258,585,942
597,0.016951181,0.0220009,0.0737462,0.08906263,0.060419723,0.031340018,0.13528842,0.37830296,4.085371074,63.78366512,21.75632642,0.03298021,0.007793429,2.361302874,0.280003579,1.332206084,0.287548845,447.1076845,30LuzerneA,13.88824891,157,258,585,983
598,0.016371239,0.017035699,0.042910066,0.040037718,0.025517259,0.01853132,0.07392498,0.37180176,3.665810745,40.13698744,45.44360793,0.045619783,0.00947858,1.619441366,0.319784943,2.661751395,0.441849705,447.1076845,30LuzerneA,15.85959428,157,258,585,960
